상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(안락사),인천-중구-2020-00215,개,믹스견,점박이,수컷,아니오,어미와 같이 구조. 2~3개월령 추정,2020-05-09
종료(안락사),인천-중구-2020-00214,개,믹스견,흰색,수컷,아니오,어미와 같이 구조됨,2020-05-09
종료(안락사),인천-중구-2020-00213,개,믹스견,검은 반점,암컷,미상,어미와 새끼 두마리 가이 구조됨. 어미,2020-05-09
종료(반환),대구-달서-2020-00138,개,비글,삼색,수컷,예,기력 없음,2020-05-09
종료(반환),부산-사하-2020-00189,개,말티즈,흰색,수컷,미상,흰색,2020-05-09
종료(반환),부산-해운대-2020-00181,개,보스턴 테리어,검정+흰색,수컷,아니오,검정+흰색,2020-05-09
종료(반환),서울-강동-2020-00121,개,마리노이즈,갈/검,암컷,미상,노란목걸이. 코검정. 활발함. 사람좋아함. 꼬리단미안됨. 털상태 양호.,2020-05-09
종료(반환),서울-영등포-2020-00032,개,믹스견,흰,수컷,아니오,양눈백내장.양귀쫑긋.코갈색.치석심함.겁있음.소심함.사람따름.,2020-05-09
종료(반환),서울-용산-2020-00071,개,말티즈,흰색,암컷,아니오,"현재 발정중, 양호함. 가출로 보여짐",2020-05-09
종료(반환),서울-중구-2020-00031,개,믹스견,갈,암컷,미상,양귀쫑긋. 코검정. 겁많음. 소심함. 꼬리단미안됨. 털상태 양호.,2020-05-09
종료(입양),충남-서산-2020-00298,개,믹스견,"갈색,검정",수컷,미상,"순한편임, 많이 떨음, 진드기 많음",2020-05-09
보호중,강원-원주-2020-00358,개,믹스견,"연,갈색",수컷,아니오,기력없음,2020-05-09
보호중,강원-원주-2020-00357,개,진도견,흰색,수컷,아니오,경계심함,2020-05-09
종료(반환),강원-원주-2020-00356,개,말티즈,흰색,암컷,아니오,"옷착용, 미용됨",2020-05-09
종료(입양),서울-관악-2020-00238,개,스피츠,흰색,암컷,아니오,"순하고사람잘따름,피부귀상태양호.칩없음",2020-05-09
종료(반환),경북-경산-2020-00361,개,믹스견,흰색,수컷,아니오,남천강변에서 배회,2020-05-09
종료(안락사),경북-포항-2020-00428,개,믹스견,흑황,수컷,아니오,"세마리함께구조,새침한듯귀여운아이",2020-05-09
종료(안락사),경북-포항-2020-00427,개,믹스견,흑황백,암컷,아니오,"세마리함께구조,유치있음,약간삐죽한흰털이포인트",2020-05-09
종료(입양),경북-포항-2020-00426,개,믹스견,흑황,수컷,아니오,"세마리함께구조,복실복실한털,활발하며 사람을잘따름",2020-05-09
보호중,전북-군산-2020-00666,개,믹스견,화이트,암컷,아니오,개농장에서 탈출한 아이,2020-05-09
종료(반환),전북-전주-2020-00632,개,올드 잉글리쉬 쉽독,흰색회색,암컷,아니오,빨강색 목줄 착용,2020-05-09
종료(입양),충남-아산-2020-00412,개,믹스견,베이지,암컷,아니오,766호(관리) 412호(공고) 착하고 순함,2020-05-09
종료(입양),충남-아산-2020-00411,개,푸들,검정색,암컷,아니오,765호(관리) 411호(공고) 온순함,2020-05-09
종료(입양),충남-아산-2020-00410,개,믹스견,흰색,수컷,아니오,764호(관리) 410호(공고) 착함,2020-05-09
종료(입양),충남-아산-2020-00409,개,믹스견,흰&검정색,암컷,아니오,763호(관리) 409호(공고) 착함 겁이 많음,2020-05-09
종료(안락사),충북-충주-2020-00193,개,요크셔 테리어,검갈,암컷,미상,"겁많고 순함 발톱관리 안되있음,각막궤양있음,사상충음성",2020-05-09
종료(입양),경기-여주-2020-00308,개,믹스견,흰색,암컷,아니오,"채리아이, 겁이다소 있으나 온순함",2020-05-09
종료(안락사),경기-여주-2020-00307,개,믹스견,크림색,암컷,아니오,겁이많음,2020-05-09
종료(안락사),경기-여주-2020-00306,개,믹스견,크림색,수컷,아니오,"겁이 다소 있으나, 온순함",2020-05-09
종료(안락사),경기-여주-2020-00305,개,진도견,흰색,수컷,아니오,경계심이 많고 사나움,2020-05-09
종료(안락사),경기-여주-2020-00304,개,풍산견,흰색,암컷,아니오,온순함,2020-05-09
종료(입양),경기-화성-2020-00937,개,믹스견,백색,암컷,아니오,2개월령,2020-05-09
종료(안락사),경기-화성-2020-00936,개,믹스견,백색,암컷,아니오,2개월령,2020-05-09
종료(안락사),경기-화성-2020-00935,개,믹스견,백색,수컷,아니오,2개월령,2020-05-09
종료(안락사),경기-화성-2020-00934,개,믹스견,백색,암컷,아니오,2개월령,2020-05-09
종료(안락사),경기-화성-2020-00933,개,믹스견,백색,암컷,아니오,2개월령,2020-05-09
종료(안락사),경기-화성-2020-00932,개,믹스견,백색,암컷,아니오,사나움,2020-05-09
종료(안락사),경기-화성-2020-00930,개,미텔 스피츠,백색,수컷,아니오,2개월령,2020-05-09
종료(안락사),경기-화성-2020-00929,개,믹스견,황백색,암컷,아니오,2개월령,2020-05-09
종료(반환),경기-이천-2020-00274,개,시츄,"흰색, 갈색",암컷,아니오,온순함,2020-05-09
종료(입양),경기-이천-2020-00273,개,믹스견,황색,수컷,아니오,"GPS착용, 온순함",2020-05-09
종료(입양),경기-이천-2020-00272,개,스피츠,흰색,암컷,아니오,온순함,2020-05-09
종료(자연사),경기-이천-2020-00268,개,진도견,황색,암컷,아니오,"좌측다리 부상, 경계심이 다소있음",2020-05-09
종료(입양),경기-이천-2020-00267,개,올드 잉글리쉬 불독,"황갈색, 흰색",수컷,아니오,사람을 좋아하며 온순함,2020-05-09
종료(안락사),경기-이천-2020-00266,개,진도견,흰색,수컷,아니오,온순함,2020-05-09
종료(안락사),경기-군포-2020-00149,개,포메라니안,흰/갈색,수컷,아니오,포메믹스,2020-05-09
종료(반환),경기-안산-2020-00489,개,푸들,갈,수컷,예,인식표있으나 주인전화 안받음,2020-05-09
종료(입양),경기-평택-2020-00889,개,케인 코르소,검정,암컷,아니오,강아지,2020-05-09
종료(입양),경기-평택-2020-00888,개,코리아 트라이 하운드,검정,수컷,아니오,강아지,2020-05-09
종료(입양),경기-평택-2020-00887,개,믹스견,흰색,암컷,아니오,순함,2020-05-09
종료(입양),경기-성남-2020-00294,개,믹스견,백색,암컷,미상,구토,2020-05-09
종료(반환),경기-성남-2020-00293,개,푸들,갈색,수컷,예,칩있음.,2020-05-09
종료(입양),울산-남구-2020-00227,개,시츄,갈+흰,암컷,아니오,핑크색 목줄을하고있었음,2020-05-09
종료(입양),대전-서구-2020-00216,개,진도견,백색,수컷,미상,,2020-05-09
종료(입양),대전-서구-2020-00215,개,진도견,백색,수컷,미상,,2020-05-09
종료(입양),대전-서구-2020-00214,개,진도견,백색,수컷,미상,,2020-05-09
종료(입양),대전-서구-2020-00213,개,시츄,갈백,수컷,미상,,2020-05-09
종료(입양),대전-서구-2020-00212,개,믹스견,갈백,암컷,미상,,2020-05-09
종료(입양),광주-광산-2020-00298,개,말티즈,흰,암컷,미상,20-0669 눈이,2020-05-09
종료(반환),광주-서구-2020-00162,개,포메라니안,"갈,흰",암컷,미상,20-0670,2020-05-09
종료(입양),대구-수성-2020-00215,개,믹스견,"연갈,흰",수컷,아니오,"순함, 사람을 좋아함",2020-05-09
종료(입양),대구-동구-2020-00152,개,말티즈,흰색,암컷,미상,겁 많음,2020-05-09
종료(입양),대구-중구-2020-00095,개,비글,검황흰색,수컷,아니오,빨간색 가슴줄 착용,2020-05-09
종료(안락사),대구-중구-2020-00094,개,삽살개,흰색,미상,미상,"사나워서 등록번호, 성별 확인불가",2020-05-09
종료(반환),서울-관악-2020-00237,개,시베리안 허스키,검흰색,암컷,아니오,"순하고사람잘따름,치아깨끗,칩있음",2020-05-09
종료(안락사),전남-나주-2020-00202,개,믹스견,갈색,암컷,미상,3개월령 믹스견,2020-05-08
종료(안락사),전남-나주-2020-00201,개,믹스견,갈색,암컷,미상,5개월령 믹스견,2020-05-08
종료(안락사),전남-영광-2020-00123,개,믹스견,"검정색, 흰색",암컷,아니오,빈집에서 돌아다닌다는 신고로 구조 및 보호,2020-05-08
종료(안락사),전북-장수-2020-00057,개,믹스견,검은색,암컷,아니오,검은색을 보이고 배와 발쪽이 흰색임,2020-05-08
종료(안락사),전북-장수-2020-00056,개,믹스견,갈색,수컷,아니오,갈색을 띄고 입주변과 귀가 검은색을 보임,2020-05-08
종료(안락사),전북-장수-2020-00055,개,믹스견,흰색,수컷,아니오,흰색을 띄고 입주변이 갈색을 보임,2020-05-08
종료(안락사),전북-장수-2020-00054,개,믹스견,흰색,수컷,아니오,흰색을 띄고 있음,2020-05-08
종료(안락사),전북-장수-2020-00053,개,믹스견,흰색,암컷,아니오,흰색을 가지고 귀가 쫑긋함,2020-05-08
종료(안락사),전북-장수-2020-00052,개,믹스견,흰색,암컷,아니오,흰색을 띄고 있음,2020-05-08
종료(입양),전북-부안-2020-00165,개,믹스견,짙노랑,암컷,미상,"짙노랑 믹스견, 2세 암컷",2020-05-08
보호중,전남-완도-2020-00105,개,믹스견,갈색,암컷,아니오,온순한편임.,2020-05-08
종료(반환),충북-괴산-2020-00132,개,보스턴 테리어,"흰색, 검정색",암컷,아니오,뒷다리 좌우측에 기형이 있어 바로서기 힘들어함,2020-05-08
보호중,경북-상주-2020-00185,개,믹스견,검,수컷,아니오,"어미없이 박스에 버려짐,7마리",2020-05-08
종료(자연사),경북-상주-2020-00184,개,믹스견,검,수컷,아니오,"어미없이 박스에 버려짐,7마리",2020-05-08
보호중,경북-상주-2020-00183,개,믹스견,검,수컷,아니오,"어미없이 박스에 버려짐,7마리",2020-05-08
종료(입양),경북-상주-2020-00182,개,믹스견,검,수컷,아니오,경계심이 강함,2020-05-08
보호중,경북-상주-2020-00181,개,믹스견,검,암컷,아니오,사람을 잘 따름,2020-05-08
종료(입양),경북-상주-2020-00180,개,믹스견,검,암컷,아니오,"어미없이 박스에 버려짐,7마리",2020-05-08
종료(자연사),경북-상주-2020-00179,개,믹스견,검,암컷,아니오,"어미없이 박스에 버려짐,7마리",2020-05-08
종료(안락사),강원-삼척-2020-00045,개,발바리,흰색,수컷,미상,건강함,2020-05-08
종료(자연사),전남-영암-2020-00185,개,믹스견,흰색,암컷,아니오,아직 손을 타지 않아서 조금은 성깔을 부림,2020-05-08
종료(안락사),전남-영암-2020-00184,개,시베리안 허스키,회색&흰색,암컷,아니오,전체적으로 아주 건강하고 잘 관리가 된 것으로 유실된 것으로 추정,2020-05-08
종료(안락사),전남-영암-2020-00183,개,믹스견,갈색&흰색,수컷,아니오,몸에 전체적으로 피부질환이 있는 상태,2020-05-08
종료(자연사),전남-영암-2020-00182,개,믹스견,흰색,암컷,아니오,마을에 돌면서 운동이나 산책하는 아이와 주부들에게 위협적인 행동,2020-05-08
종료(반환),제주-제주-2020-02490,개,푸들,검정,수컷,예,(개체관리번호2417),2020-05-08
종료(안락사),제주-제주-2020-02489,개,믹스견,흰색,암컷,아니오,(개체관리번호2416)생후2개월,2020-05-08
종료(입양),제주-제주-2020-02488,개,믹스견,흰색,수컷,아니오,(개체관리번호2415)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02487,개,믹스견,흰색,암컷,아니오,(개체관리번호2414)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02486,개,믹스견,흰색,암컷,아니오,(개체관리번호2413)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02485,개,골든 리트리버,갈색,수컷,아니오,(개체관리번호2412)생후8개월,2020-05-08
종료(자연사),전남-영암-2020-00185,개,믹스견,흰색,암컷,아니오,아직 손을 타지 않아서 조금은 성깔을 부림,2020-05-08
종료(안락사),전남-영암-2020-00184,개,시베리안 허스키,회색&흰색,암컷,아니오,전체적으로 아주 건강하고 잘 관리가 된 것으로 유실된 것으로 추정,2020-05-08
종료(안락사),전남-영암-2020-00183,개,믹스견,갈색&흰색,수컷,아니오,몸에 전체적으로 피부질환이 있는 상태,2020-05-08
종료(자연사),전남-영암-2020-00182,개,믹스견,흰색,암컷,아니오,마을에 돌면서 운동이나 산책하는 아이와 주부들에게 위협적인 행동,2020-05-08
종료(반환),제주-제주-2020-02490,개,푸들,검정,수컷,예,(개체관리번호2417),2020-05-08
종료(안락사),제주-제주-2020-02489,개,믹스견,흰색,암컷,아니오,(개체관리번호2416)생후2개월,2020-05-08
종료(입양),제주-제주-2020-02488,개,믹스견,흰색,수컷,아니오,(개체관리번호2415)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02487,개,믹스견,흰색,암컷,아니오,(개체관리번호2414)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02486,개,믹스견,흰색,암컷,아니오,(개체관리번호2413)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02485,개,골든 리트리버,갈색,수컷,아니오,(개체관리번호2412)생후8개월,2020-05-08
종료(안락사),제주-제주-2020-02484,개,믹스견,갈/검,암컷,아니오,(개체관리번호2411)생후6개월,2020-05-08
종료(자연사),제주-제주-2020-02483,개,믹스견,흰색,수컷,아니오,(개체관리번호2410)생후2개월,2020-05-08
종료(안락사),제주-제주-2020-02482,개,믹스견,흰색,암컷,아니오,(개체관리번호2409)생후2개월,2020-05-08
종료(자연사),제주-제주-2020-02481,개,믹스견,흰색,암컷,아니오,(개체관리번호2408)생후2개월,2020-05-08
종료(입양),제주-제주-2020-02480,개,믹스견,흰색,암컷,아니오,(개체관리번호2407)생후6개월,2020-05-08
종료(반환),제주-제주-2020-02479,개,푸들,갈색,수컷,아니오,(개체관리번호2406),2020-05-08
종료(자연사),제주-제주-2020-02478,개,믹스견,흰색,수컷,미상,"(개체관리번호2405)연두색하트 줄, 심장사상충",2020-05-08
종료(안락사),제주-제주-2020-02477,개,믹스견,흰색,암컷,아니오,(개체관리번호2404)생후10개월,2020-05-08
종료(입양),제주-제주-2020-02476,개,믹스견,흰색,수컷,아니오,(개체관리번호2403)생후3개월,2020-05-08
종료(안락사),제주-제주-2020-02475,개,믹스견,흰색,수컷,아니오,(개체관리번호2402)생후3개월,2020-05-08
종료(안락사),제주-제주-2020-02474,개,믹스견,검정,암컷,아니오,(개체관리번호2401)생후6개월,2020-05-08
종료(안락사),제주-제주-2020-02473,개,믹스견,검정,암컷,미상,"(개체관리번호2400)심장사상충, 경계심",2020-05-08
종료(안락사),제주-제주-2020-02472,개,믹스견,흰색,수컷,아니오,(개체관리번호2399)생후6개월,2020-05-08
종료(입양),제주-제주-2020-02471,개,페키니즈,흰색,암컷,아니오,"(개체관리번호2398)생후10개월, 빨간목줄 착용",2020-05-08
종료(안락사),제주-제주-2020-02470,개,믹스견,흰색,수컷,미상,(개체관리번호2397)파/노목줄 착용,2020-05-08
종료(안락사),제주-제주-2020-02469,개,믹스견,흰색,암컷,아니오,"(개체관리번호2396)생후7개월, 파란버클목줄 착용, 경계심",2020-05-08
종료(입양),경남-창원1-2020-00311,개,믹스견,흰색,수컷,아니오,J-5-1-17-5 흰색,2020-05-08
종료(입양),경남-창원1-2020-00310,개,믹스견,흰색,암컷,아니오,J-5-1-17-4 흰색,2020-05-08
종료(입양),경남-창원1-2020-00309,개,믹스견,검정색+연갈색,수컷,아니오,J-5-1-17-3 검정색+연갈색,2020-05-08
보호중,경남-창원1-2020-00308,개,믹스견,검정색+연갈색,암컷,아니오,J-5-1-17-2 검정색+연갈색,2020-05-08
종료(입양),경남-창원1-2020-00307,개,믹스견,검정색+연갈색,수컷,아니오,J-5-1-17-1 검정색+연갈색,2020-05-08
종료(입양),경남-김해-2020-00645,개,믹스견,갈흰,수컷,미상,"630, 6월추정",2020-05-08
종료(자연사),경남-김해-2020-00644,개,믹스견,갈흰,암컷,미상,"629, 6월추정",2020-05-08
종료(자연사),경남-김해-2020-00643,개,믹스견,연갈,암컷,미상,628,2020-05-08
종료(입양),경남-김해-2020-00642,개,스피츠,흰색,암컷,미상,627,2020-05-08
종료(입양),경남-사천-2020-00370,개,웰시 코기 펨브로크,황색 바탕 흰색 무늬,암컷,아니오,관리 잘 되어있음.,2020-05-08
종료(입양),경남-창원3-2020-00168,개,말티즈,흰색,암컷,아니오,"미용, 온순함",2020-05-08
종료(입양),경남-창원3-2020-00167,개,푸들,갈색,암컷,아니오,"미용 흔적 있음, 엄청 친화적임",2020-05-08
종료(안락사),경북-고령-2020-00094,개,믹스견,회색,암컷,아니오,"흰색,갈색 믹스견",2020-05-08
종료(자연사),경북-영주-2020-00169,개,믹스견,흰색,암컷,아니오,귀가 진한 황색,2020-05-08
종료(안락사),전남-목포-2020-00370,개,시츄,흰황색,수컷,미상,"굶주림,야윔,양쪽귀와 꼬리일부분 탈모",2020-05-08
종료(안락사),전북-부안-2020-00137,개,믹스견,밤색,암컷,미상,"밤색 믹스견, 순함, 3세 암컷",2020-05-08
보호중,전북-완주-2020-00172,개,믹스견,검흰,수컷,아니오,양 쪽 귀 끝 잘림,2020-05-08
보호중,전북-익산-2020-00541,개,믹스견,흰색,암컷,아니오,발발이믹스개이며 많이말있고순한편임,2020-05-08
종료(반환),전북-익산-2020-00540,개,말티즈,흰색,수컷,아니오,부분미용이되여있고 아주작고순함,2020-05-08
종료(입양),전북-익산-2020-00539,개,믹스견,검정,암컷,아니오,생후5일정도 아주작음,2020-05-08
종료(입양),전북-익산-2020-00538,개,믹스견,갈색,암컷,아니오,생후5일정도 아주작음,2020-05-08
종료(자연사),전북-익산-2020-00537,개,믹스견,흰색,암컷,아니오,생후5일정도아주작음,2020-05-08
종료(입양),전북-익산-2020-00536,개,믹스견,흰색,암컷,아니오,생후5일정도 아주작음,2020-05-08
종료(자연사),전북-익산-2020-00535,개,믹스견,호피,수컷,아니오,생후5일정도 아주작음,2020-05-08
종료(자연사),전북-익산-2020-00534,개,믹스견,흰색,암컷,아니오,발발이믹스개이며 사나운편임,2020-05-08
종료(입양),전북-익산-2020-00533,개,포메라니안,흰색,수컷,아니오,생후5개월정도 아주순하며이쁘게생김,2020-05-08
종료(자연사),충남-금산-2020-00068,개,믹스견,검정+흰색,암컷,아니오,없음,2020-05-08
종료(입양),충북-증평-2020-00033,개,믹스견,갈색,수컷,아니오,피부불량및 영양부족,2020-05-08
종료(입양),충북-증평-2020-00032,개,시바,갈색 흰색,수컷,미상,양호,2020-05-08
종료(반환),강원-횡성-2020-00077,개,믹스견,흰색/검정,수컷,미상,.,2020-05-08
종료(반환),강원-횡성-2020-00076,개,믹스견,흰색/검정,수컷,미상,.,2020-05-08
보호중,강원-횡성-2020-00075,개,믹스견,연갈색,암컷,미상,.,2020-05-08
종료(입양),경기-고양-2020-00455,개,푸들,연갈색,수컷,아니오,단미,2020-05-08
종료(입양),경기-고양-2020-00454,개,푸들,연갈색,암컷,미상,"주황색 목줄착용,단미",2020-05-08
종료(입양),경기-수원-2020-00388,개,스피츠,흰색,암컷,아니오,진드기 발견으로 치료중.,2020-05-08
종료(자연사),울산-울주-2020-00376,개,믹스견,갈색,암컷,미상,순함,2020-05-08
종료(자연사),울산-울주-2020-00375,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00374,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00373,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00372,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00371,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00370,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00369,개,믹스견,갈색,암컷,아니오,새끼6마리와입소,2020-05-08
종료(기증),울산-남구-2020-00248,개,믹스견,갈색.흰색,수컷,아니오,순함/겁많음,2020-05-08
종료(입양),대전-동구-2020-00222,개,치와와,황백,암컷,미상,,2020-05-08
종료(입양),인천-부평-2020-00263,개,믹스견,연갈색,암컷,아니오,"최근미용,프랜드오렌지색목줄,하늘색별무늬옷착용,순함",2020-05-08
종료(반환),부산-사상-2020-00108,개,말티즈,흰색,수컷,미상,"111-불랙화이트 옷 착용, 허약",2020-05-08
종료(반환),부산-해운대-2020-00180,개,말티즈,흰색,수컷,아니오,무지개색옷착용,2020-05-08
종료(자연사),부산-북구-2020-00156,개,믹스견,갈+검,수컷,아니오,영양상태불량.온순,2020-05-08
보호중,부산-중구-2020-00086,개,믹스견,"황색, 흰색",수컷,아니오,"중구1-42호, 겁이 많음",2020-05-08
종료(입양),서울-서초-2020-00058,개,라브라도 리트리버,검,수컷,아니오,양귀처짐. 코검정. 으르렁대다 낑낑댐. 진드기오염.,2020-05-08
종료(입양),서울-서초-2020-00057,개,믹스견,검/흰,수컷,아니오,코검정. 털오물오염. 꼬리길게단미. 사람좋아함.,2020-05-08
종료(입양),서울-중랑-2020-00086,개,푸들,갈,수컷,아니오,코검정. 발털밀려있음. 얌전. 사람따름. 꼬리단미됨. 털상태양호.,2020-05-08
종료(입양),강원-원주-2020-00355,개,믹스견,"흰,갈색",수컷,아니오,무,2020-05-08
종료(입양),강원-원주-2020-00354,개,믹스견,흰색,암컷,아니오,두마리 함께,2020-05-08
종료(반환),강원-원주-2020-00353,개,믹스견,흰색,암컷,아니오,꼬리분홍염색,2020-05-08
종료(안락사),인천-미추홀-2020-00212,개,믹스견,흰,암컷,미상,노랑무늬목줄/온순함,2020-05-08
종료(입양),경북-청도-2020-00162,개,믹스견,흰색,수컷,미상,"2개월령 추정, 순한편",2020-05-08
종료(입양),경북-청도-2020-00161,개,믹스견,흰색,수컷,미상,"2개월령 추정, 순한편",2020-05-08
종료(입양),경북-청도-2020-00160,개,믹스견,흰색,암컷,미상,"2개월령 추정, 순함",2020-05-08
종료(입양),경북-청도-2020-00159,개,믹스견,흰색,수컷,미상,"2개월령 추정, 순함",2020-05-08
종료(입양),경북-청도-2020-00158,개,믹스견,"흰색,검정색,갈색",암컷,미상,순하고 영리함,2020-05-08
종료(안락사),경북-청도-2020-00157,개,믹스견,황갈색,암컷,미상,"순한편, 사람경계함",2020-05-08
종료(반환),경북-문경-2020-00164,개,믹스견,갈색,수컷,아니오,오른쪽다리 상처로 잘 일어서지 못함,2020-05-08
종료(안락사),경기-포천-2020-00357,개,믹스견,갈/흰,수컷,아니오,양귀쫑긋.양눈눈곱약간.코검정.사람좋아함.얌전함.,2020-05-08
종료(안락사),경기-포천-2020-00356,개,믹스견,흰,수컷,아니오,양귀접힘. 코검정. 귀쪽갈색털. 사람따름. 얌전.,2020-05-08
종료(입양),경기-김포-2020-00271,개,불독,갈/검,수컷,아니오,코검정. 부정교합. 사람좋아함.,2020-05-08
종료(입양),경기-김포-2020-00270,개,믹스견,갈/흰,암컷,미상,양귀쫑긋.귀뒤로잘넘김.양눈눈곱.눈물자국.코에상처.경계/으르렁거림/짖음/겁많음/정확한나이추정불가.,2020-05-08
종료(자연사),경기-김포-2020-00269,개,푸들,갈,수컷,아니오,코검정.사람따름.얌전.마킹함.꼬리단미됨.털상태양호.신고인이 미용해줌.,2020-05-08
종료(안락사),경기-김포-2020-00268,개,믹스견,갈,수컷,아니오,양귀처짐.코검정.겁많음.비명지름.방어적입질.진드기오염.,2020-05-08
종료(안락사),경기-김포-2020-00267,개,믹스견,갈,수컷,아니오,양귀끝살짝처짐.코검정.겁많음.낑낑댐.손대면비명지름.진드기오염.,2020-05-08
종료(안락사),인천-강화-2020-00273,개,믹스견,"검은색,갈색",수컷,아니오,"들개,포악",2020-05-08
종료(안락사),인천-강화-2020-00272,개,믹스견,흰색,암컷,아니오,"들개,포악",2020-05-08
종료(입양),서울-강서-2020-00083,개,믹스견,검/흰,수컷,아니오,오른귀쫑긋. 왼귀처짐. 오른눈체리아이. 코검은색+왼쪽에 분홍점. 사람따름.,2020-05-08
종료(안락사),경기-포천-2020-00357,개,믹스견,갈/흰,수컷,아니오,양귀쫑긋.양눈눈곱약간.코검정.사람좋아함.얌전함.,2020-05-08
종료(안락사),경기-포천-2020-00356,개,믹스견,흰,수컷,아니오,양귀접힘. 코검정. 귀쪽갈색털. 사람따름. 얌전.,2020-05-08
종료(입양),경기-김포-2020-00271,개,불독,갈/검,수컷,아니오,코검정. 부정교합. 사람좋아함.,2020-05-08
종료(입양),경기-김포-2020-00270,개,믹스견,갈/흰,암컷,미상,양귀쫑긋.귀뒤로잘넘김.양눈눈곱.눈물자국.코에상처.경계/으르렁거림/짖음/겁많음/정확한나이추정불가.,2020-05-08
종료(자연사),경기-김포-2020-00269,개,푸들,갈,수컷,아니오,코검정.사람따름.얌전.마킹함.꼬리단미됨.털상태양호.신고인이 미용해줌.,2020-05-08
종료(안락사),경기-김포-2020-00268,개,믹스견,갈,수컷,아니오,양귀처짐.코검정.겁많음.비명지름.방어적입질.진드기오염.,2020-05-08
종료(안락사),경기-김포-2020-00267,개,믹스견,갈,수컷,아니오,양귀끝살짝처짐.코검정.겁많음.낑낑댐.손대면비명지름.진드기오염.,2020-05-08
종료(안락사),인천-강화-2020-00273,개,믹스견,"검은색,갈색",수컷,아니오,"들개,포악",2020-05-08
종료(안락사),인천-강화-2020-00272,개,믹스견,흰색,암컷,아니오,"들개,포악",2020-05-08
종료(입양),서울-강서-2020-00083,개,믹스견,검/흰,수컷,아니오,오른귀쫑긋. 왼귀처짐. 오른눈체리아이. 코검은색+왼쪽에 분홍점. 사람따름.,2020-05-08
종료(입양),서울-강서-2020-00082,개,믹스견,검/흰,수컷,아니오,양귀처짐. 송곳니유치남아있음. 소심/얌전.,2020-05-08
종료(안락사),서울-노원-2020-00070,개,믹스견,검/갈,수컷,아니오,양귀처짐. 양눈눈곱약간. 코검정. 겁많음. 소심함. 움찔거림. 도망다님.,2020-05-08
종료(입양),서울-강북-2020-00097,개,삽살개,갈/흰,수컷,예,양귀처짐. 코갈+검. 털때탐. 샴푸냄새남. 사람좋아함. 활발함.,2020-05-08
종료(반환),서울-동대문-2020-00083,개,말티즈,흰,수컷,예,코검정. 눈가변색. 꼬리털길게미용. 사람좋아함. 짖음.,2020-05-08
종료(반환),서울-동대문-2020-00082,개,말티즈,흰,수컷,예,눈물자국. 코검정. 부정교합. 사람좋아함.,2020-05-08
종료(반환),서울-성동-2020-00047,개,골든 리트리버,갈,암컷,미상,코검정. 겁많음. 접근하면 입을씰룩댐.,2020-05-08
종료(입양),서울-성동-2020-00046,개,푸들,흰,암컷,미상,고령. 코검정. 짖음. 사람따름. 꼬리단미됨. 털때탐. 배꼽탈장.,2020-05-08
종료(안락사),제주-제주-2020-02444,개,믹스견,흰색,암컷,아니오,(개체관리번호2375)생후1개월,2020-05-08
종료(입양),경남-거창-2020-00156,개,믹스견,연노랑,수컷,미상,3개월 가량,2020-05-08
종료(입양),경남-거창-2020-00155,개,믹스견,흰색,암컷,미상,3개월 가량,2020-05-08
종료(안락사),경남-함양-2020-00057,개,믹스,흰색,암컷,아니오,"발견당시 목줄 미착용, 사람을 좋아함",2020-05-08
종료(안락사),경남-함양-2020-00056,개,믹스,크림,수컷,아니오,"발견당시 목줄 미착용, 순하며 사람을 좋아함",2020-05-08
종료(안락사),경남-함양-2020-00054,개,믹스,흰색,수컷,아니오,"발견당시 목줄 미착용, 장난이 많음",2020-05-08
종료(입양),경남-남해-2020-00158,개,시츄,"갈색, 흰색",수컷,아니오,온순함,2020-05-08
종료(입양),경남-남해-2020-00157,개,시츄,"갈색, 흰색",수컷,미상,온순함,2020-05-08
종료(안락사),경남-고성-2020-00221,개,믹스견,갈색,수컷,아니오,포획틀 이용 포획,2020-05-08
종료(안락사),경남-고성-2020-00220,개,믹스견,갈색점박이색,암컷,아니오,없음,2020-05-08
종료(안락사),경남-고성-2020-00219,개,믹스견,갈색점박이색,암컷,아니오,없음,2020-05-08
종료(안락사),경남-고성-2020-00218,개,미텔 스피츠,갈색점박이색,암컷,아니오,없음,2020-05-08
